Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),1014,SWINOMISH,Swinomish Indian Tribal Community (Tribal),122,1/26/2025 5:30:40 PM,Swinomish Indian Tribal Community (Tribal) || Swinomish Indian Tribal Community (Tribal),Tribal
Organization(Organization),793,SWO_OEP,Sisseton-Wahpeton Sioux Tribe Lake Traverse Reservation (SD),347,10/23/2024 7:10:51 AM,,Tribal
Organization(Organization),3526,SWQC,Summit Water Quality Committee,,6/12/2018 10:02:31 PM,"The Summit Water Quality Committee (SWQC) is a watershed organization formalized by intergovernmental agreement.  Members include the Towns, County and major municipal dischargers (permits # CO-0021598, CO-0020451, CO-0020826, CO-0029955, CO-0021539) in Summit County Colorado. SWQC's focus is on providing definitive environmental assessments of the Blue River Watershed, including Dillon and Green Mountain Reservoirs and promoting pollution control.",Local/US Government
Organization(Organization),1247,SWRCB,California State Water Resources Control Board,,11/5/2015 8:49:14 AM,,State/US Government
Organization(Organization),689,SYCEO_WQX,Santa Ynez Band of Chumash Indians,591,1/9/2025 2:33:39 AM,,Tribal
Organization(Organization),6867,T-BIOPSS,Washington Department of Fish and Wildlife (WDFW),,8/3/2017 11:43:57 AM,Washington Department of Fish and Wildlife (WDFW),State/US Government
Organization(Organization),4907,TABLEMOUNTAINRANCHERIA_WQX,Table Mountain Rancheria of California (Tribal),551,2/24/2025 4:19:39 PM,Table Mountain Rancheria of California (Tribal) || Table Mountain Rancheria of California (Tribal),Tribal
Organization(Organization),10306,TAKSHANUK,Takshanuk Watershed Council (Volunteer),,12/21/2022 6:52:39 PM,Takshanuk Watershed Council Water Quality Monitoring,Private Non-Industrial
Organization(Organization),10966,TAMUCC,Texas A&M University-Corpus Christi,,8/14/2024 12:18:50 PM,Texas A&M University-Corpus Christi,University/College
Organization(Organization),506,TAOSPBLO_WQX,Pueblo of Taos,718,10/17/2024 8:10:52 AM,Pueblo of Taos,Tribal
Organization(Organization),12706,TAOS_FISHERIES_BLM,"Bureau of Land Management, Taos Field Office (New Mexico)",,2/7/2025 1:56:08 PM,,Local/US Government
Organization(Organization),603,TCEQMAIN,Texas Commission on Environmental Quality,,2/2/2025 12:18:39 PM,The Texas Commission on Environmental Quality (TCEQ) is the environmental agency for the state,*State Government US
Organization(Organization),192,TDECDOE_WQX,Tennessee Department Of Environment And Conservation,,8/12/2019 8:59:39 AM,DOE Oversight Office,*State Government US
Organization(Organization),266,TDECWPC_WQX,Tennessee Department Of Environment And Conservation,,8/2/2017 5:44:15 PM,WPC Division,*State Government US
Organization(Organization),3486,TDECWR_WQX,TDEC Division of Water Resources,,2/12/2025 5:10:37 PM,,State/US Government
Organization(Organization),8606,TECK_AMERICAN,Teck American Incorporated,,10/28/2024 10:17:39 AM,Teck American Incorporated,Private Industry
Organization(Organization),735,TEPA29,Twenty-Nine Palms Tribal EPA,,1/1/2025 10:22:23 AM,,Tribal
Organization(Organization),726,TESTGCSWQX,testGCSWQX,,9/22/2020 2:30:43 PM,,Local/US Government
Organization(Organization),2999,TESTORG_2999,TESTORG_2999,,11/3/2016 12:37:27 PM,TESTORG_2999; ,Tribal
Organization(Organization),1239,TEST_SD,Test Import for State of South Dakota,,7/21/2010 12:00:00 AM,,State/US Government
Organization(Organization),1263,TETRATECH,"Tetra Tech, Inc.",,10/25/2024 1:29:39 PM,,Private Industry
Organization(Organization),1042,TGENVIRO,"TerraGraphics Environmental Engineering, Inc.",,1/26/2016 12:17:08 PM,,Private Industry
Organization(Organization),6626,THD_LAB,Tennessee Department of Health Division of Laboratory Services,,8/3/2017 11:43:08 AM,Tennessee Department of Health Division of Laboratory Services,State/US Government
Organization(Organization),248,THORNTON_WQX,City of Thornton (Colorado),,11/23/2004 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),4406,THURSTONCOUNTY,Thurston County Health Department,,2/24/2025 3:33:43 PM,Thurston County PHSS,Local/US Government
Organization(Organization),8451,TILLAMOOK_EP,Tillamook Estuaries Partnership,,7/11/2024 2:34:23 PM,"York Johnson, Current VolMon group",Volunteer
Organization(Organization),5326,TIMBISHA,Death Valley Timbi-sha Shoshone Tribe (Tribal),693,1/23/2015 1:42:17 PM,Death Valley Timbi-sha Shoshone Tribe (Tribal) || Death Valley Timbi-sha Shoshone Tribe (Tribal),Tribal
Organization(Organization),8567,TIMSSD,Timpanogos Special Service District,,5/15/2019 10:59:42 AM,Timpanogos Special Service District,Local/US Government
Organization(Organization),8240,TJRI,Town of Jamestown Rhode Island,,1/8/2019 12:02:24 PM,Town of Jamestown Rhode Island,Local/US Government
Organization(Organization),7842,TLBP_WQX,Tenmile Lakes Basin Partnership (Volunteer),,4/24/2018 1:45:55 PM,Tenmile Lakes Basin Partnership,Volunteer
Organization(Organization),10766,TLGVWQMPROGRAM,The Last Green Valley Inc,,9/29/2022 2:28:40 PM,,Volunteer
Organization(Organization),9406,TLINGIT-HAIDA,Central Council of the Tlingit & Haida Indian Tribes of Alaska (Tribal),S02,9/25/2020 12:23:22 PM,Central Council of the Tlingit & Haida Indian Tribes of Alaska (Tribal) || Central Council of the Tlingit & Haida Indian Tribes of Alaska (Tribal),Tribal
Organization(Organization),7246,TMBLM_WQX,"Bureau of Land Management, Tillamook Field Office (OR/WA)",,3/21/2017 7:32:45 PM,"Bureau of Land Management, Tillamook Field Office (OR/WA)",State/US Government
Organization(Organization),11987,TMDCI,Torres Martinez Desert Cahuilla Indians (Tribal),569,10/15/2024 6:05:28 PM,,Tribal
Organization(Organization),1321,TMTC_WQX,Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California (Tribal),634,6/12/2018 10:16:33 PM,Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California (Tribal) || Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California (Tribal),Tribal
Organization(Organization),10286,TNCAZ_WQX,The Nature Conservancy - Arizona (Volunteer)*,,9/5/2024 3:54:39 PM,The Nature Conservancy water quality monitoring,Private Non-Industrial
Organization(Organization),8026,TNCNJ_WQX,The Nature Conservancy NJ Office(Volunteer)*,,8/3/2022 1:58:40 PM,The Nature Conservancy,Private Non-Industrial
Organization(Organization),3626,TOHONOO'ODHAMNATION,Tohono O'odham Nation of Arizona (Tribal),610,11/26/2024 1:08:41 PM,Tohono O'odham Nation of Arizona (Tribal) || Tohono O'odham Nation of Arizona (Tribal),Tribal
Organization(Organization),5306,TOMWC,Tip of the Mitt Watershed Council (Volunteer)*,,7/15/2021 12:58:24 PM,,Private Non-Industrial
Organization(Organization),1016,TONKAWA1,Tonkawa Tribe of Indians of Oklahoma (Tribal),814,1/25/2015 4:19:52 PM,Tonkawa Tribe of Indians of Oklahoma (Tribal) || Tonkawa Tribe of Indians of Oklahoma (Tribal),Tribal
Organization(Organization),1345,TONKAWA_WQX,Tonkawa Tribe of Indians of Oklahoma (Tribal),814,1/11/2013 6:48:41 PM,Tonkawa Tribe of Indians of Oklahoma (Tribal) || Tonkawa Tribe of Indians of Oklahoma (Tribal),Tribal
Organization(Organization),4626,TPCHD_WQX,Tacoma-Pierce County Health Department (Washington),,1/20/2023 1:33:36 PM,,Local/US Government
Organization(Organization),7506,TPEO_WQX,"Pueblo of Taos, New Mexico (Tribal)",718,6/15/2017 10:48:02 AM,"Pueblo of Taos, New Mexico (Tribal) || Pueblo of Taos, New Mexico (Tribal)",Tribal
Organization(Organization),1385,TREX,Tribal Environmental Exchange Network (Tribal),000,10/9/2014 1:51:09 PM,Tribal Environmental Exchange Network (Tribal) || Tribal Environmental Exchange Network (Tribal),Tribal
Organization(Organization),4078,TRILWWTF,Tri Lakes Wastewater Treatment Facility,,10/22/2013 7:55:56 AM,Colorado,Local/US Government
Organization(Organization),1045,TRINIDADRANCHERIAEPA,Cher-Ae Heights Indian Community of the Trinidad Rancheria (Tribal),566,1/31/2025 1:11:40 PM,"Cher-Ae Heights Indian Community of the Trinidad Rancheria, California (Tribal) || Cher-Ae Heights Indian Community of the Trinidad Rancheria, California (Tribal)",Tribal
Organization(Organization),675,TRTUL_WQX,Tulalip Tribes (Tribal),123,3/1/2024 2:18:23 PM,,Tribal
Organization(Organization),10746,TRUEELEMENTS_QI_WQX,True Elements,,9/15/2022 4:38:38 PM,,Private Industry
Organization(Organization),436,TSWQC_WQX,Tri-State Water Quality Council,,2/26/2025 7:18:40 PM,The TSWQC_WQX organization is for data collected under the direction of the Tri-State Water Quality Council.,State/US Government
Organization(Organization),3946,TTFFX,"Tetra Tech Fairfax, VA",,8/19/2013 8:13:08 AM,,Private Industry
Organization(Organization),9567,TU,Trout Unlimited,,12/17/2020 11:32:11 AM,"Conservation of freshwater streams, rivers, and associated upland habitats for trout, salmon, other aquatic species, and people",Private Non-Industrial
Organization(Organization),8866,TUMWATER,City of Tumwater,,11/18/2019 3:17:43 PM,City of Tumwater - Public Works,Local/US Government
Organization(Organization),794,TURTLEMT,Turtle Mountain Environmental Office,304,11/22/2024 6:19:21 AM,Archie Gronvold 106 Coordinator,Tribal
Organization(Organization),10346,TWI,The Watershed Institute (Volunteer),,8/29/2024 4:29:42 PM,Stony Brook-Millstone and the Central Delaware River Watersheds,Volunteer
Organization(Organization),4070,TWWWTF,Town of Windsor Wastewater Treatment Facility,,10/22/2013 7:45:39 AM,Colorado,Local/US Government
Organization(Organization),4146,TXSTRMTM_WQX,Texas Stream Team,,9/12/2024 4:14:40 PM,,University/College
Organization(Organization),1279,TYSON,Tyson Foods,,10/17/2024 3:57:38 PM,,Private Industry
Organization(Organization),7566,UAEFMD_WQX,University of Arkansas,,10/23/2017 2:51:17 PM,Edge-of Field monitoring data,University/College
Organization(Organization),6627,UB-SIAT-PE_WQX,University of Baltimore,,4/15/2016 2:44:25 PM,University of Baltimore,University/College
Organization(Organization),3826,UC_REGION_USBOR_WQX,UC Region of USBOR,,4/20/2018 1:22:11 PM,,Federal/US Government
Organization(Organization),8566,UDAF,Utah Department of Agriculture and Food,,5/15/2019 10:15:11 AM,Utah Department of Agriculture and Food,State/US Government
Organization(Organization),529,UDWC_WQX,Upper Deschutes Watershed Council (Oregon) (Volunteer)*,,8/22/2005 12:00:00 AM,,Private Non-Industrial
Organization(Organization),12306,UFMILTON_WQX,University of Florida Watershed Management Lab,,9/17/2024 1:01:03 PM,University of Florida Watershed Management Lab,University/College
Organization(Organization),10446,UH_CLEARLAKE,University of Houston - Clear Lake,,4/18/2022 5:17:53 PM,,University/College
Organization(Organization),1280,UMC,"Univ. of Missouri, Columbia",,10/17/2024 3:59:08 PM,,University/College
Organization(Organization),4079,UMCRWWTF,Upper Monument Creek Regional Wastewater Treatment Facility,,8/2/2017 12:55:01 PM,Colorado,Local/US Government
Organization(Organization),754,UMIT,Upper Mattaponi Indian Tribe,,11/12/2024 11:57:22 AM,,Tribal
Organization(Organization),3466,UMMP,UPPER MERRIMACK RIVER LOCAL ADVISORY COMMITTEE (Volunteer),,12/31/2019 2:15:46 PM,"THE UMMP IS A VOLUNTEER RIVER QUALITY MONITORING PROGRAM MANAGED BY THE UPPER MERRIMACK RIVER LOCAL ADVISORY COMMITTEE.  ESTABLISHED IN 1995, THE UMMP MONITORS RIVER QUALITY AT 11 SITES FROM FRANKLIN TO BOW ON THE PEMI, WINNI, CONTOOCOOK AND MERRI RIVERS",Volunteer
Organization(Organization),1281,UMR,Univ of Missouri Rolla,,10/17/2024 3:58:38 PM,,University/College
Organization(Organization),11286,UMRBA_WQX,Upper Mississippi River Basin Association,,5/5/2023 4:02:52 PM,,Local/US Government
Organization(Organization),11386,UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,,10/30/2023 2:15:41 PM,,Local/US Government
Organization(Organization),10886,UMT_FLATHEADBIOSTATION,University of Montana Flathead Lake Biological Station,,11/30/2022 3:48:26 PM,,Local/US Government
Organization(Organization),12086,UNI,University of Northern Iowa,,5/22/2024 12:19:52 PM,,University/College
Organization(Organization),1017,UPPERSKAGIT,Upper Skagit Indian Tribe (Tribal),131,7/26/2024 4:33:39 PM,Upper Skagit Indian Tribe (Tribal) || Upper Skagit Indian Tribe (Tribal),Tribal
Organization(Organization),5366,URIWW,URI Watershed Watch (Volunteer)*,,4/27/2021 12:47:30 PM,"Current (and historical) information on the water quality of surface water resources throughout Rhode Island, including lakes, ponds, reservoirs, rivers, streams and the marine environment.",Private Non-Industrial
Organization(Organization),1282,URS,URS Corporation,,10/17/2024 3:58:23 PM,,Private Industry
Organization(Organization),1215,URWA,Upper Raritan Watershed Association (Volunteer)*,,3/26/2015 1:19:37 PM,Upper Raritan Watershed Association,Private Non-Industrial
Organization(Organization),4726,USACE-STL-EC-E,US Army Corps of Engineers St.Louis District,,12/23/2019 5:11:49 PM,,Federal/US Government
Organization(Organization),4347,USACENWP_WQX,"U.S. Army Corps of Engineers, Portland District",,2/18/2014 4:26:13 PM,,Federal/US Government
Organization(Organization),9089,USACENWS_WQX,"U.S. Army Corps of Engineers, Seattle District Water Management Section",,5/30/2024 8:39:45 PM,"U.S. Army Corps of Engineers, Seattle District Water Management Section",Federal/US Government
Organization(Organization),350,USACESPK,US Army Corps of Engineers Sacramento District,,11/16/2007 4:56:00 PM,,Federal/US Government
Organization(Organization),6786,USACE_WQX,"US Army Corps of Engineers, Headquarters",,8/4/2016 2:27:28 PM,Erich Emery - Great Lakes and Ohio River Division,Federal/US Government
Organization(Organization),486,USACOEND,"US Army Corps of Engineers, Nashville District",,2/5/2025 4:08:42 PM,US Army Corps of Engineers Nashville District,Federal/US Government
Organization(Organization),12326,USACOERID,"US Army Corps of Engineers, Rock Island District",,9/20/2024 3:11:44 PM,,Federal/US Government
Organization(Organization),8569,USBR,Utah Branch of United States Beau of Reclamation,,5/15/2019 4:17:43 PM,Utah Branch of United States Beau of Reclamation,Federal/US Government
Organization(Organization),6646,USBR-WCAO,Bureau of Reclamation Western Colorado Area Office,,4/25/2016 5:26:07 PM,Bureau of Reclamation Western Colorado Area Office,Federal/US Government
Organization(Organization),1392,USCOEKY,"United States Army Corps of Engineers, Louisville",,9/1/2015 1:30:49 PM,US Army Corps of Engineers District,Federal/US Government
Organization(Organization),5847,USDACA,USDA California,,7/31/2015 2:22:54 PM,,State/US Government
Organization(Organization),11146,USDAFORESTSVCREGION9,USDA Forest Service Region 9,,8/9/2023 3:07:41 PM,,Federal/US Government
Organization(Organization),9826,USEPAREGION9,USEPA Region 9,,8/12/2022 11:53:40 AM,USEPA Region 9,Federal/US Government
Organization(Organization),4226,USEPA_CORALREEFS_WQX,USEPA/ORD/NHEERL/GED,,11/21/2014 2:21:36 PM,,Federal/US Government
Organization(Organization),6386,USEPA_REGION8,USEPA Region 8,,1/31/2022 8:14:24 PM,,Federal/US Government
Organization(Organization),1220,USET_WQX,"United South and Eastern Tribes, Inc. (Tennessee) (Tribal)",000,5/10/2010 12:00:00 AM,"United South and Eastern Tribes, Inc. (Tennessee) (Tribal) || United South and Eastern Tribes, Inc. (Tennessee) (Tribal)",Tribal
Organization(Organization),201,USFS0614_WQX,Umatilla National Forest (Washington and Oregon),,11/23/2004 12:00:00 AM,Water Quality Data,Federal/US Government
Organization(Organization),12546,USFSEASTERN,Eastern Regional Office,,12/19/2024 12:59:41 PM,,Federal/US Government
Organization(Organization),1268,USFSPRESCOTT,USDA - US Forest Service - Prescott National Forest ,,12/31/2019 1:05:41 PM,,State/US Government
Organization(Organization),6166,USFSWHITEMT,USFS White Mountain National Forest,,3/21/2016 10:59:40 AM,,Federal/US Government
Organization(Organization),9166,USFWS_ALASKA,US Fish and Wildlife Service,,2/26/2025 6:37:47 PM,US Fish and Wildlife Service - Alaska Region,Federal/US Government
Organization(Organization),557,USFWS_NM_WQX,New Mexico Ecological Services Field Office (New Mexico),,2/14/2006 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),1283,USGS,"US Geological Survey-WRD, Mo.",,1/4/2023 4:00:23 PM,Missouri Department of Natural Resources,State/US Government
Organization(Organization),563,USGS-AK,USGS-AK,,10/17/2019 1:21:23 PM,USGS Alaska Water Science Center,Federal/US Government
Organization(Organization),1287,USGS-AR,USGS Arkansas Water Science Center,,12/28/2010 12:00:00 AM,,State/US Government
Organization(Organization),8826,USGS-MN,USGS Minnesota Water Science Center,,9/5/2019 1:06:51 PM,USGS Minnesota Water Science Center,Federal/US Government
